    time     gap  src>dst   cmd   reg   len  ok
   6.695   52.6ms  21>20     65    00    5    ok
   6.695    0.0ms  21>20     65    00    5    ok
   6.746   50.6ms  21>20     65    00    5    ok
   6.746    0.0ms  21>20     65    00    5    ok
   6.746  103.2ms  21>20     64    00    7    ok
   6.746   50.7ms  20>21     64    00    6    ok
   6.798   52.3ms  21>20     65    00    5    ok
   6.798    0.0ms  21>20     65    00    5    ok
   6.849   51.3ms  21>20     65    00    5    ok
   6.849    0.0ms  21>20     65    00    5    ok
   6.903  157.0ms  21>20     64    06    7    BAD
   6.903  827.4ms  20>00     04    28    5    BAD
   6.954  467.0ms  20>65     00    04    5    BAD
   6.954   51.0ms  21>20     64    06    7    BAD
   7.004   50.4ms  20>65     00    04    5    BAD
   7.055    0.0ms  90>20     65    00    5    BAD
   7.055  101.2ms  21>20     64    06    7    BAD
   7.105  256.0ms  21>20     65    00    5    BAD
   7.157   51.8ms  21>20     65    00    5    BAD
   7.208  462.4ms  20>21     64    01    6    BAD
   7.208   50.9ms  21>20     65    00    5    BAD
   7.259   50.9ms  21>20     65    00    5    ok
   7.259  204.2ms  21>20     64    00    7    ok
   7.310   51.1ms  21>20     65    00    5    ok
   7.310    0.0ms  21>20     65    00    5    ok
   7.310    0.0ms  21>20     65    00    5    ok
   7.361   51.2ms  21>20     65    00    5    ok
   7.361  102.3ms  21>20     64    00    7    ok
   7.361  153.3ms  20>21     64    00    6    ok
   7.414   52.2ms  21>20     65    00    5    ok
   7.414    0.0ms  21>20     65    00    5    ok
   7.414    0.0ms  21>20     65    00    5    ok
   7.464   50.1ms  21>20     65    00    5    ok
   7.464  102.4ms  21>20     64    00    7    ok
   7.464  102.4ms  20>21     64    00    6    ok
   7.464    0.1ms  21>20     65    00    5    ok
   7.516   52.6ms  21>20     65    00    5    ok
   7.516    0.0ms  21>20     65    00    5    ok
   7.567   50.8ms  21>20     65    00    5    ok
   7.567  103.6ms  21>20     64    00    7    ok
   7.567  103.6ms  20>21     64    00    6    ok
   7.567    0.1ms  21>20     65    00    5    ok
   7.621   53.6ms  21>20     65    00    5    ok
   7.621    0.0ms  21>20     65    00    5    ok
   7.672   50.6ms  21>20     65    00    5    ok
   7.672  104.3ms  21>20     64    00    7    ok
   7.672  104.3ms  20>21     64    00    6    ok
   7.672    0.1ms  21>20     65    00    5    ok
   7.724   52.2ms  21>20     65    00    5    ok
   7.724    0.0ms  21>20     65    00    5    ok
   7.724    0.0ms  21>20     65    00    5    ok
   7.774  102.7ms  21>20     64    00    7    ok
   7.774  102.8ms  20>21     64    00    6    ok
   7.774   50.5ms  21>20     65    00    5    ok
   7.825   50.2ms  21>20     65    00    5    ok
   7.825    0.0ms  21>20     65    00    5    ok
   7.825    0.0ms  21>20     65    00    5    ok
   7.875  100.9ms  21>20     64    00    7    ok
   7.875  100.9ms  20>21     64    00    6    ok
   7.875   50.6ms  21>20     65    00    5    ok
   7.926   50.5ms  21>20     65    00    5    ok
   7.926    0.0ms  21>20     65    00    5    ok
   7.926    0.0ms  21>20     65    00    5    ok
   7.977  101.3ms  21>20     64    00    7    ok
   7.977  101.3ms  20>21     64    00    6    ok
   7.977   50.7ms  21>20     65    00    5    ok
   8.027   50.7ms  21>20     65    00    5    ok
   8.027    0.0ms  21>20     65    00    5    ok
   8.027    0.0ms  21>20     65    00    5    ok
   8.080  103.4ms  21>20     64    00    7    ok
   8.080  103.4ms  20>21     64    00    6    ok
   8.080   52.6ms  21>20     65    00    5    ok
   8.131   50.8ms  21>20     65    00    5    ok
   8.131    0.0ms  21>20     65    00    5    ok
   8.131    0.0ms  21>20     65    00    5    ok
   8.181  101.3ms  21>20     64    00    7    ok
   8.181  101.3ms  20>21     64    00    6    ok
   8.181   50.4ms  21>20     65    00    5    ok
   8.233   51.8ms  21>20     65    00    5    ok
   8.233    0.0ms  21>20     65    00    5    ok
   8.233    0.0ms  21>20     65    00    5    ok
   8.284  103.2ms  21>20     64    00    7    ok
   8.285  103.2ms  20>21     64    00    6    ok
   8.285   51.4ms  21>20     65    00    5    ok
   8.285    0.0ms  21>20     65    00    5    ok
   8.335   50.8ms  21>20     65    00    5    ok
   8.335    0.0ms  21>20     65    00    5    ok
   8.386  101.1ms  21>20     64    00    7    ok
   8.386  101.1ms  20>21     64    00    6    ok
   8.386   50.3ms  21>20     65    00    5    ok
   8.386    0.0ms  21>20     65    00    5    ok
   8.438   52.6ms  21>20     65    00    5    ok
   8.438    0.1ms  21>20     65    00    5    ok
   8.489  103.3ms  21>20     64    00    7    ok
   8.489  103.3ms  20>21     64    00    6    ok
   8.489   50.7ms  21>20     65    00    5    ok
   8.489    0.0ms  21>20     65    00    5    ok
   8.542   52.9ms  21>20     65    00    5    ok
   8.542    0.0ms  21>20     65    00    5    ok
   8.593  104.5ms  21>20     64    00    7    ok
   8.594  104.5ms  20>21     64    00    6    ok
   8.594   51.5ms  21>20     65    00    5    ok
   8.594    0.0ms  21>20     65    00    5    ok
   8.645   51.6ms  21>20     65    00    5    ok
   8.645    0.0ms  21>20     65    00    5    ok
   8.645   51.8ms  21>20     64    00    7    ok
   8.698  104.2ms  20>21     64    00    6    ok
   8.698   52.5ms  21>20     65    00    5    ok
   8.698    0.0ms  21>20     65    00    5    ok
   8.748   50.7ms  21>20     65    00    5    ok
   8.748    0.0ms  21>20     65    00    5    ok
   8.748  103.3ms  21>20     64    00    7    ok
   8.802  104.2ms  20>21     64    00    6    ok
   8.802   53.5ms  21>20     65    00    5    ok
   8.802    0.0ms  21>20     65    00    5    ok
   8.854   51.7ms  21>20     65    00    5    ok
   8.854 1849.7ms  20>65     00    04    5    BAD
   8.905  103.5ms  20>21     64    00    6    ok
   8.905   51.7ms  21>20     65    00    5    ok
   8.905    0.0ms  21>20     65    00    5    ok
   8.905    0.0ms  21>20     65    00    5    ok
   8.957   51.5ms  21>20     65    00    5    ok
   8.957  208.4ms  21>20     64    00    7    ok
   8.957   51.6ms  20>21     64    00    6    ok
   9.007   50.2ms  21>20     65    00    5    ok
   9.007    0.0ms  21>20     65    00    5    ok
   9.007    0.0ms  21>20     65    00    5    ok
   9.059   51.7ms  21>20     65    00    5    ok
   9.059  102.0ms  21>20     64    00    7    ok
   9.059  101.9ms  20>21     64    00    6    ok
   9.110   50.9ms  21>20     65    00    5    ok
   9.110    0.1ms  21>20     65    00    5    ok
   9.110    0.0ms  21>20     65    00    5    ok
   9.160   50.3ms  21>20     65    00    5    ok
   9.160  101.3ms  21>20     64    00    7    ok
   9.160  101.3ms  20>21     64    00    6    ok
   9.211   51.3ms  21>20     65    00    5    ok
   9.211    0.1ms  21>20     65    00    5    ok
   9.212    0.0ms  21>20     65    00    5    ok
   9.263   51.8ms  21>20     65    00    5    ok
   9.263  103.3ms  21>20     64    00    7    ok
   9.263  103.3ms  20>21     64    00    6    ok
   9.314   50.8ms  21>20     65    00    5    ok
   9.314    0.0ms  21>20     65    00    5    ok
   9.314    0.0ms  21>20     65    00    5    ok
   9.366   51.8ms  21>20     65    00    5    ok
   9.366  102.6ms  21>20     64    00    7    ok
   9.366  102.6ms  20>21     64    00    6    ok
   9.366    0.1ms  21>20     65    00    5    ok
   9.419   52.6ms  21>20     65    00    5    ok
   9.419    0.0ms  21>20     65    00    5    ok
   9.469   50.7ms  21>20     65    00    5    ok
   9.469  103.4ms  21>20     64    00    7    ok
   9.469  103.4ms  20>21     64    00    6    ok
   9.469    0.1ms  21>20     65    00    5    ok
   9.523   53.2ms  21>20     65    00    5    ok
   9.523    0.1ms  21>20     65    00    5    ok
   9.574   51.7ms  21>20     65    00    5    ok
   9.574  105.0ms  21>20     64    00    7    ok
   9.574  105.0ms  20>21     64    00    6    ok
   9.574    0.1ms  21>20     65    00    5    ok
   9.625   50.4ms  21>20     65    00    5    ok
   9.625    0.1ms  21>20     65    00    5    ok
   9.677   51.8ms  21>20     65    00    5    ok
   9.677  102.3ms  21>20     64    00    7    ok
   9.677  102.3ms  20>21     64    00    6    ok
